timestamp,group_id,request_id,dns_resolution_s,tcp_connect_s,tls_handshake_s,time_to_first_byte_s,total_request_time_s,http_status,content_length,x_lodbrok_cell,x_cache
2025-07-24T16:11:22.123472,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjQ1MzI2NTQwOCJ9,c4122a42-05f1-493b-bd4c-c6dda64d2fde,0.002261,0.041019,0.151062,0.576919,0.578535,200,11718,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:22.803808,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0NDUzMjQ0OTI4In0,10eba8ad-92bf-484c-8f94-7afca2d21d90,0.004129,0.045316,0.143779,0.543878,0.652929,200,82611,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:23.776495,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyNjEzNTc0In0,af0c8a7c-8cc1-4177-8f7e-276b9a959b3e,0.003978,0.033162,0.153449,0.835218,0.942869,200,211571,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:24.579327,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0MzMyNDI5MzEyIn0,96c65ad9-cf53-4d98-adf3-8786f0208ba3,0.003901,0.033169,0.154949,0.731993,0.770417,200,42018,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:25.669112,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MjI4OTE0MTc2MCJ9,840a23f7-7489-488f-b68d-837d53ae881f,0.00562,0.039112,0.171465,0.946816,1.054735,200,227576,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:26.443672,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzUwMTgwOTg2ODgifQ,1ac8da00-1174-48bc-b2a4-cf1c7679df17,0.004609,0.032809,0.162134,0.656489,0.736741,200,50306,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:27.109740,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MDUwMzIwIn0,874efeaa-cae8-4b98-8a91-623344f5fdfa,0.004943,0.034287,0.175758,0.576962,0.619328,200,36948,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:28.050824,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI4MzIxMjc1In0,d5ce7226-aa6f-42dc-88c4-589cc042d78b,0.003938,0.038449,0.162617,0.837432,0.910448,200,115484,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:28.793676,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5NzY2MDMifQ,1d1f3f49-7b44-4e26-be0c-94e242eb75c6,0.004155,0.045923,0.165328,0.642139,0.708586,200,56874,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:29.512538,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMDE2MzA2NzkwNDAifQ,9178d932-be3e-45e2-917c-02d53d3fa37b,0.00485,0.056997,0.188028,0.644811,0.681587,200,49226,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:30.204455,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI1OTE0NzQ2ODgwIn0,ccdda117-5435-4057-9ec4-a72ebf1f75a8,0.003699,0.031578,0.160386,0.623404,0.658092,200,34638,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:31.425036,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI3ODI2NTA4In0,4662ba1c-e046-4e10-9647-0ec2a4f9c05b,0.003289,0.053492,0.164923,0.699268,1.194478,200,47666,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:32.151518,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjcyOTEwMDY5NzYifQ,5cdfbde6-6255-48fa-9ce9-3fe8caec94ab,0.0041,0.038753,0.187453,0.654028,0.687748,200,32552,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:33.210039,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIzMjIwMzQzIn0,ff226b37-b616-4b34-bcc2-ed1ebc2bb076,0.004535,0.029419,0.154911,0.951105,1.017188,200,121361,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:33.842107,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMDQ0OTI2NDY0MDAifQ,0e13b794-bb30-4477-8b13-8bcc5d9049cc,0.003913,0.026683,0.135946,0.559408,0.593185,200,16886,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:34.960318,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyOTQ4MDM4NjU2In0,f5f4f674-5018-4756-9379-78a2a104471b,0.005141,0.031546,0.160455,1.003324,1.084742,200,117679,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:35.731343,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5ODkwOTQwNTE4NCJ9,575b5b7d-c772-4e06-b81c-3c7635832644,0.003008,0.038915,0.179181,0.713853,0.746622,200,57828,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:36.591776,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjAxOTcxIn0,de48c2fd-e16c-4941-a569-38ab64d33e97,0.004235,0.030349,0.164745,0.729942,0.824247,200,124559,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:37.294061,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjA2Nzg1MSJ9,8c2d826e-dfdc-4b60-baca-24e248bd54f9,0.004563,0.029338,0.158143,0.639865,0.66625,200,27144,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:38.310245,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNDQyOTU5MDMyMzIifQ,4a5c78f2-a8d9-4e4b-9a05-c302b65e469b,0.0043,0.039623,0.171137,0.927153,0.980748,200,72341,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:38.897239,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0MTI0NjgwMTkyMCJ9,a3af2ee0-3ccd-4bcd-bcf2-f26f49cbe91b,0.002492,0.039829,0.160231,0.537228,0.563132,200,12769,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:39.623587,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0NDMxOTY5In0,17b3eaa2-8a95-44fe-87d5-d8a99002176f,0.004521,0.036901,0.160389,0.650706,0.685889,200,48238,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:40.311949,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMjI0NjY2NDYwMTYifQ,cc06cb8e-a6fd-44b4-94de-0fdc77ff28d6,0.003516,0.040203,0.171343,0.580019,0.657,200,65194,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:41.033031,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MDU4OTY4Njc4NCJ9,8c332825-5e7d-4bc4-9691-555599b0d72f,0.004377,0.041325,0.156927,0.677485,0.682966,200,21665,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:41.888187,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIzMDMwMDc3NDQwMCJ9,8d581662-9849-4186-8578-a15969652d95,0.004739,0.032914,0.161031,0.768974,0.812523,200,47513,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:42.518376,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzQzMDMzNDY2ODgifQ,f8054311-3d03-436a-bba1-e51db15df183,0.004374,0.027065,0.177185,0.568752,0.592817,200,11163,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:43.811104,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjgzMjUxODE0NDAifQ,7dcb0694-88ea-4d4e-a54a-9f1752738e45,0.005022,0.026758,0.127741,1.118724,1.243438,200,392618,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:44.460792,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMjU5NzIxNjY2NTYifQ,56f16d24-507d-4526-ad58-bdcf087f9fed,0.005193,0.032949,0.164605,0.572428,0.602692,200,9546,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:45.172903,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMjc4NTQ3MTI4MzIifQ,c86338f2-d199-40aa-9679-cc9649bf51a0,0.005237,0.052412,0.197893,0.653299,0.674698,200,19392,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:45.870103,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxOTg5NTQ3ODY4MTYifQ,4360ad72-f999-4c76-beb9-64b2da5f5355,0.004859,0.047258,0.169002,0.627955,0.659335,200,29307,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:46.675811,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzQzNTgwMjAwOTYifQ,11884a45-0b63-47b0-8d5a-7158cbc274c0,0.002532,0.03216,0.164351,0.714665,0.764369,200,35159,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:47.608466,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMTkzNzM3MjM2NDgifQ,51e72244-8f68-4181-b478-c42335eae07f,0.004303,0.041607,0.161674,0.867395,0.893976,200,20156,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:48.430297,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMTM1ODUwNzgyNzIifQ,ea7ddf9c-aefe-4982-aa72-f0ce191f7def,0.00421,0.028187,0.147711,0.748731,0.780028,200,36299,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:49.581262,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNTU3OTMzNjcwNDAifQ,3287240e-59de-4144-90b3-b231be0dd18d,0.004532,0.02787,0.142236,0.986966,1.116747,200,188655,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:50.231998,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5MTYzMDU5MjAwMCJ9,b2465dc5-7212-4933-bfaa-084441344e6c,0.004166,0.036567,0.158841,0.584753,0.613874,200,22039,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:50.969124,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMzU1ODAwMzMwMjQifQ,e1f716d0-24c0-4002-9ba8-0a3c42b7c98b,0.004804,0.039746,0.186109,0.628513,0.698961,200,58027,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:51.616031,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxOTEzNDMzIn0,bf54e11c-8138-4ace-8b4c-38ae39cf2d57,0.002773,0.028658,0.151926,0.547973,0.624531,200,45920,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:52.316317,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjAzMjIyMjgyMjQifQ,d4f229f3-f179-4961-ac92-9232ddc4eaf3,0.004743,0.043184,0.176883,0.613765,0.659091,200,55893,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:11:53.044843,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIzNDY4NDc4ODczNiJ9,3a86e7f5-d3bb-4b7f-9875-9df7d0fb02dc,0.005991,0.039928,0.143694,0.65039,0.690598,200,56564,prod_central_1-c1,CONFIG_NOCACHE
