timestamp,group_id,request_id,dns_resolution_s,tcp_connect_s,tls_handshake_s,time_to_first_byte_s,total_request_time_s,http_status,content_length,x_lodbrok_cell,x_cache
2025-07-24T16:07:22.680801,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjQ1MzI2NTQwOCJ9,85fdb3e4-83db-4f3b-984c-75c01e9e7daf,0.00221,0.025895,0.182986,0.640764,0.654311,200,11718,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:23.365388,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0NDUzMjQ0OTI4In0,e77464bf-574b-4505-9636-393af4abece6,0.00208,0.035569,0.145977,0.59374,0.66734,200,82611,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:24.463292,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyNjEzNTc0In0,0cd2b647-aaaf-4372-9e0d-195bb1b7aec4,0.002177,0.050477,0.153379,0.919817,1.079877,200,211571,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:25.199786,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0MzMyNDI5MzEyIn0,791d32db-99f3-4f66-9261-f3cd23ca8d30,0.001936,0.034396,0.137697,0.670457,0.716292,200,42018,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:26.386272,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MjI4OTE0MTc2MCJ9,e7683a3e-da2a-4acd-8d73-c19872d4bf1d,0.001996,0.049306,0.158622,0.933633,1.169253,200,227576,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:27.416148,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzUwMTgwOTg2ODgifQ,077a2abd-bc60-4469-b1b4-39f44e494b66,0.002089,0.046295,0.362648,0.971361,1.009197,200,50306,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:28.240980,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MDUwMzIwIn0,26138954-f688-44a2-8b87-e6334a969717,0.001788,0.047547,0.267289,0.763223,0.802957,200,36948,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:29.115591,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI4MzIxMjc1In0,11c103cd-ce8d-4f6f-ba81-7037d232eb2b,0.002256,0.035585,0.170321,0.735076,0.853634,200,115484,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:29.785258,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5NzY2MDMifQ,d1a61643-e162-4f84-bdb9-f34945e091e8,0.002086,0.046204,0.152669,0.601249,0.650194,200,56874,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T16:07:30.693853,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMDE2MzA2NzkwNDAifQ,c5e5fb55-28ff-45ac-991b-8b4a02856835,0.00211,0.083042,0.202754,0.801607,0.891926,200,45791,prod_central_1-c1,CONFIG_NOCACHE
