timestamp,group_id,request_id,dns_resolution_s,tcp_connect_s,tls_handshake_s,time_to_first_byte_s,total_request_time_s,http_status,content_length,x_lodbrok_cell,x_cache
2025-07-24T17:26:42.381299,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxMjQ1MzI2NTQwOCJ9,2a651f75-1b6e-4ced-9131-488d199f0d5a,0.028505,0.065197,0.189969,9.399523,9.468546,200,89542,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:43.355860,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0NDUzMjQ0OTI4In0,66a585f6-b8b4-4500-a425-7ba1b4fa6a4e,0.002494,0.04931,0.183651,0.862415,0.957489,200,67183,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:44.883838,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyNjEzNTc0In0,ad446053-ea8b-4e15-8f93-9f76b0674f61,0.002419,0.040481,0.153509,1.33835,1.510526,200,287416,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:46.032397,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI0MzMyNDI5MzEyIn0,864e55f8-b0a2-4614-a157-99a4ef49aac8,0.00218,0.034813,0.409156,1.100438,1.131815,200,42124,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:47.514064,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MjI4OTE0MTc2MCJ9,5a66ea63-48e6-4fba-973e-946074c5414a,0.002827,0.041896,0.14599,1.318512,1.459966,200,227858,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:48.409019,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIxNzUwMTgwOTg2ODgifQ,1ab5a091-50b7-47c7-a468-b1ca7e963afb,0.002003,0.046929,0.14715,0.846941,0.879404,200,35078,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:49.319407,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI2MDUwMzIwIn0,364e74bd-0214-4f48-99a8-767c0ebb52af,0.002629,0.03917,0.179053,0.840949,0.881837,200,37101,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:50.497113,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI4MzIxMjc1In0,0e548377-b4ea-40af-9960-f776e7843341,0.003675,0.045176,0.195089,1.073381,1.148649,200,128328,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:51.344192,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI5NzY2MDMifQ,e84ace52-d156-4d97-8d1d-ed1abff9ebbf,0.004167,0.0482,0.175309,0.784757,0.820001,200,57027,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:52.182723,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiIyMDE2MzA2NzkwNDAifQ,93d44e0a-a750-454a-b5b8-63a14334bd96,0.002155,0.041209,0.165035,0.745117,0.820912,200,49331,prod_central_1-c1,CONFIG_NOCACHE
2025-07-24T17:26:52.981930,eyJfdHlwZSI6Ikdyb3VwIiwiaWQiOiI1OTE0NzQ2ODgwIn0,1b3fab1d-941b-4eed-a6da-223c9e406414,0.002213,0.047248,0.178288,0.728579,0.774301,200,34743,prod_central_1-c1,CONFIG_NOCACHE
